id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,SGSN(2.5&3G),GGSN-C(2.5&3G),MME(4G),S/PGW-C(4G),NB-IoT(4G),5G MME(5G NSA),5G S/PGW-C(5G NSA),AMF(5G SA),SMF(5G SA),NRF(5G SA)
UNC:NPFD-010000,NPFD-010000,操作维护功能,UNC,20.15.2,true,网管特性,,目录,,,,,,,,,
UNC:NPFD-010001,NPFD-010001,性能管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010002,NPFD-010002,软件管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010003,NPFD-010003,故障管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010004,NPFD-010004,设备管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010005,NPFD-010005,配置管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010006,NPFD-010006,安全管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010007,NPFD-010007,日志管理,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010008,NPFD-010008,联机帮助,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010009,NPFD-010009,软件补丁,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010010,NPFD-010010,在线加载,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010011,NPFD-010011,远程维护,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010019,NPFD-010019,拓扑管理,UNC,20.15.2,false,网管特性,NPFD-010000,-,-,-,-,-,-,-,M,M,M
UNC:NPFD-010013,NPFD-010013,跟踪功能,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010014,NPFD-010014,支持NTP功能,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010017,NPFD-010017,SSH功能,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:NPFD-010018,NPFD-010018,可靠性,UNC,20.15.2,false,网管特性,NPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-010000,IPFD-010000,接口与链路,UNC,20.15.2,true,IP基本特性,,目录,,,,,,,,,
UNC:IPFD-010001,IPFD-010001,接口管理,UNC,20.15.2,false,IP基本特性,IPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-010002,IPFD-010002,支持VLAN子接口,UNC,20.15.2,false,IP基本特性,IPFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-011000,IPFD-011000,IP协议栈基本功能,UNC,20.15.2,true,IP基本特性,,目录,,,,,,,,,
UNC:IPFD-011001,IPFD-011001,ARP,UNC,20.15.2,false,IP基本特性,IPFD-011000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-012000,IPFD-012000,IP可靠性,UNC,20.15.2,true,IP基本特性,,目录,,,,,,,,,
UNC:IPFD-012001,IPFD-012001,QoS,UNC,20.15.2,false,IP基本特性,IPFD-012000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-012002,IPFD-012002,ACL,UNC,20.15.2,false,IP基本特性,IPFD-012000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-012003,IPFD-012003,BFD,UNC,20.15.2,false,IP基本特性,IPFD-012000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-014000,IPFD-014000,路由功能,UNC,20.15.2,true,IP基本特性,,目录,,,,,,,,,
UNC:IPFD-014001,IPFD-014001,支持OSPF,UNC,20.15.2,false,IP基本特性,IPFD-014000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-014002,IPFD-014002,支持BGP,UNC,20.15.2,false,IP基本特性,IPFD-014000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-014003,IPFD-014003,静态路由,UNC,20.15.2,false,IP基本特性,IPFD-014000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-014004,IPFD-014004,直连路由,UNC,20.15.2,false,IP基本特性,IPFD-014000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-014005,IPFD-014005,路由策略,UNC,20.15.2,false,IP基本特性,IPFD-014000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-014006,IPFD-014006,IP策略路由,UNC,20.15.2,false,IP基本特性,IPFD-014000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-015000,IPFD-015000,VPN 功能,UNC,20.15.2,true,IP基本特性,,目录,,,,,,,,,
UNC:IPFD-015001,IPFD-015001,VRF功能,UNC,20.15.2,false,IP基本特性,IPFD-015000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-015002,IPFD-015002,GRE,UNC,20.15.2,false,IP基本特性,IPFD-015000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-016000,IPFD-016000,IPSec功能,UNC,20.15.2,false,IP基本特性,IPFD-015000,M,M,M,M,M,M,M,M,M,M
UNC:IPFD-017000,IPFD-017000,SNMP,UNC,20.15.2,false,IP基本特性,IPFD-015000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010000,WSFD-010000,NFV基本特性,UNC,20.15.2,true,NFV基本特性,,目录,,,,,,,,,
UNC:WSFD-010001,WSFD-010001,支持云化分布式软件架构,UNC,20.15.2,false,NFV基本特性,WSFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010002,WSFD-010002,支持2/3/4/5G融合架构,UNC,20.15.2,false,NFV基本特性,WSFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010003,WSFD-010003,支持微服务架构,UNC,20.15.2,false,NFV基本特性,WSFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010004,WSFD-010004,事件统一管理架构,UNC,20.15.2,false,NFV基本特性,WSFD-010000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010005,WSFD-010005,负荷动态调整,UNC,20.15.2,false,NFV基本特性,WSFD-010000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-010100,WSFD-010100,接入管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-010102,WSFD-010102,Untrusted Non-3GPP网络用户接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-010100,-,-,-,M,-,-,-,·,-,-
UNC:WSFD-010105,WSFD-010105,支持GSM/UMTS/LTE共接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-010100,M,M,M,M,M,M,M,-,-,-
UNC:WSFD-010106,WSFD-010106,GERAN/UTRAN双接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-010100,M,M,-,-,-,-,-,-,-,-
UNC:WSFD-010108,WSFD-010108,支持增强的对等PLMN功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-010100,M,-,M,-,M,M,-,M,-,-
UNC:WSFD-010110,WSFD-010110,支持RedCap接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-010100,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-010112,WSFD-010112,支持FWA接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-010100,-,-,-,-,-,-,-,E,M,-
UNC:WSFD-010200,WSFD-010200,移动性管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-010201,WSFD-010201,移动性管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010200,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-010202,WSFD-010202,基于位置区域的对等网元选择,UNC,20.15.2,false,UNC业务基本特性,WSFD-010200,M,-,M,-,M,M,-,-,-,-
UNC:WSFD-010300,WSFD-010300,安全性管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-010301,WSFD-010301,鉴权功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,M,-,M,-,M,M,-,M,-,-
UNC:WSFD-010302,WSFD-010302,用户身份保密性功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,M,-,M,-,M,M,-,M,-,-
UNC:WSFD-010303,WSFD-010303,NAS信令加密与完整性保护,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,-,-,M,-,M,M,-,M,-,-
UNC:WSFD-010304,WSFD-010304,身份识别功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,M,-,M,-,M,M,-,M,M,-
UNC:WSFD-010305,WSFD-010305,个人隐私数据保护,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,M,M,M,M,-,M,M,M,M,M
UNC:WSFD-010306,WSFD-010306,密钥安全性管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,M,M,M,M,-,M,M,M,M,M
UNC:WSFD-010309,WSFD-010309,证书管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-010308,WSFD-010308,SBI接口加密,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-010400,WSFD-010400,用户数据管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010300,M,-,M,-,M,M,-,M,M,-
UNC:WSFD-010500,WSFD-010500,会话管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-010501,WSFD-010501,会话管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010500,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-010502,WSFD-010502,地址分配方式,UNC,20.15.2,false,UNC业务基本特性,WSFD-010500,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-010503,WSFD-010503,支持多PDN/PDU功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-010500,-,-,M,M,-,M,M,M,M,-
UNC:WSFD-010504,WSFD-010504,控制面地址分配方式,UNC,20.15.2,false,UNC业务基本特性,WSFD-010500,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-010600,WSFD-010600,路径管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010500,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-010700,WSFD-010700,QoS与流量管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-010701,WSFD-010701,QoS与流量管理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010700,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-010702,WSFD-010702,支持背景类、交互类、流类QoS等级业务承载,UNC,20.15.2,false,UNC业务基本特性,WSFD-010700,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-010703,WSFD-010703,增强的QoS,UNC,20.15.2,false,UNC业务基本特性,WSFD-010700,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-010800,WSFD-010800,可靠性功能,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-010801,WSFD-010801,系统过载控制功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010802,WSFD-010802,周边网元过载保护,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010803,WSFD-010803,下行数据通知信令抑制,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,-,-,M,M,M,M,M,-,-,-
UNC:WSFD-010804,WSFD-010804,智能信令风暴平滑处理,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,-,-,M,M,M,M,M,-,-,-
UNC:WSFD-010805,WSFD-010805,Linux操作系统安全加固,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-010807,WSFD-010807,N2接口支持多连接,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-010900,WSFD-010900,IP承载业务,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-010901,WSFD-010901,基于TA List的寻呼自动流控,UNC,20.15.2,false,UNC业务基本特性,WSFD-010800,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-011000,WSFD-011000,漫游管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-011001,WSFD-011001,漫游控制,UNC,20.15.2,false,UNC业务基本特性,WSFD-011000,M,-,M,-,M,M,-,M,-,-
UNC:WSFD-011002,WSFD-011002,系统间改变,UNC,20.15.2,false,UNC业务基本特性,WSFD-011000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011003,WSFD-011003,鉴权3元组和5元组转换功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011004,WSFD-011004,Gn接口同时支持GTPv0和GTPv1,UNC,20.15.2,false,UNC业务基本特性,WSFD-011000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011005,WSFD-011005,支持R98/R99/R4/R5/R6/R7的话单格式,UNC,20.15.2,false,UNC业务基本特性,WSFD-011000,M,M,-,-,-,-,-,-,-,-
UNC:WSFD-011006,WSFD-011006,支持R97/98 QoS和R99 QoS之间的映射,UNC,20.15.2,false,UNC业务基本特性,WSFD-011000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011100,WSFD-011100,接口功能,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-011101,WSFD-011101,Gb接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011102,WSFD-011102,Iu接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011103,WSFD-011103,S1-MME接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011104,WSFD-011104,S6a接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011105,WSFD-011105,S10接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011106,WSFD-011106,S11接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,M,M,M,M,-,-,-
UNC:WSFD-011107,WSFD-011107,Gn接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,M,-,-,-,-,-,-,-,-
UNC:WSFD-011108,WSFD-011108,Gp接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,M,-,-,-,-,-,-,-,-
UNC:WSFD-011111,WSFD-011111,SS7接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-011112,WSFD-011112,S13接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011116,WSFD-011116,T6a接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011118,WSFD-011118,S2b接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,M,-,-,-,-,-,-
UNC:WSFD-011119,WSFD-011119,SGi接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,M,M,-,M,-,-,-
UNC:WSFD-011120,WSFD-011120,S6b接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,M,-,-,M,-,-,-
UNC:WSFD-011125,WSFD-011125,S5接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,M,M,-,M,-,-,-
UNC:WSFD-011126,WSFD-011126,S8接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,M,M,-,M,-,-,-
UNC:WSFD-011127,WSFD-011127,Ga接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,M,-,M,M,-,M,-,-,-
UNC:WSFD-011128,WSFD-011128,Gy接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-011129,WSFD-011129,Gx接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-011130,WSFD-011130,Gi接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,-,-,-,-,-,-,-
UNC:WSFD-011131,WSFD-011131,S6a over DRA,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011132,WSFD-011132,Gx over DRA,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-011133,WSFD-011133,Gy over DRA,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-011134,WSFD-011134,S6b over DRA,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,M,-,-,M,-,-,-
UNC:WSFD-011135,WSFD-011135,N2接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-011136,WSFD-011136,N4接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-011137,WSFD-011137,N26接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,M,-,-,-,-,M,-,-
UNC:WSFD-011138,WSFD-011138,服务化接口,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-011139,WSFD-011139,L2/L3跟踪,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011140,WSFD-011140,Single IP,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011141,WSFD-011141,支持NETCONF,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011144,WSFD-011144,支持与SEPP对接,UNC,20.15.2,false,UNC业务基本特性,WSFD-011100,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-011200,WSFD-011200,计费管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-011201,WSFD-011201,支持离线计费,UNC,20.15.2,false,UNC业务基本特性,WSFD-011200,M,M,-,E,M,-,E,-,-,-
UNC:WSFD-011202,WSFD-011202,支持热计费功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011200,M,M,-,M,-,-,M,-,-,-
UNC:WSFD-011206,WSFD-011206,支持融合计费,UNC,20.15.2,false,UNC业务基本特性,WSFD-011200,-,-,-,,-,-,-,-,E,-
UNC:WSFD-011300,WSFD-011300,系统管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-011301,WSFD-011301,基于原因值的UE行为调整,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,M,-,M,-,M,M,-,M,M,-
UNC:WSFD-011302,WSFD-011302,分区域网络运维,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011303,WSFD-011303,基于IMEI的LTE差异化服务,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-011311,WSFD-011311,基于IMEI的NR差异化服务,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,-,-,-,-,-,-,E,-,-
UNC:WSFD-011304,WSFD-011304,峰值LICENSE控制,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011305,WSFD-011305,Radius鉴权接入,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-011306,WSFD-011306,Radius功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-011307,WSFD-011307,支持Radius抄送功能,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-011308,WSFD-011308,AAA负荷分担,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-011309,WSFD-011309,支持用户属性反射,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-011310,WSFD-011310,PLMN标识获取,UNC,20.15.2,false,UNC业务基本特性,WSFD-011300,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-011400,WSFD-011400,UNC生命周期管理,UNC,20.15.2,true,UNC业务基本特性,,目录,,,,,,,,,
UNC:WSFD-011401,WSFD-011401,UNC实例化,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011402,WSFD-011402,支持管理面触发的Scale in,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011403,WSFD-011403,支持管理面触发的Scale Out,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011404,WSFD-011404,UNC Termination,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011406,WSFD-011406,高危命令防呆和提醒,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-011407,WSFD-011407,运维特性增强,UNC,20.15.2,false,UNC业务基本特性,WSFD-011400,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-011500,WSFD-011500,NSA组网,UNC,20.15.2,true,NSA业务基本特性,,目录,,,,,,,,,
UNC:WSFD-011501,WSFD-011501,NSA(Opt.3)组网,UNC,20.15.2,false,NSA业务基本特性,WSFD-011500,-,-,-,-,-,M,M,-,-,-
UNC:WSFD-011502,WSFD-011502,NSA(Opt.3)双连接管理,UNC,20.15.2,false,NSA业务基本特性,WSFD-011500,-,-,-,-,-,M,-,-,-,-
UNC:WSFD-011503,WSFD-011503,支持基于终端能力接入管理,UNC,20.15.2,false,NSA业务基本特性,WSFD-011500,-,-,-,-,-,M,-,-,-,-
UNC:WSFD-011510,WSFD-011510,NSA用户话单管理,UNC,20.15.2,true,NSA业务基本特性,,目录,,,,,,,,,
