id,feature_id,feature_name,product_type,product_version,is_directory,section,parent_feature_id,SGSN(2.5&3G),GGSN-C(2.5&3G),MME(4G),S/PGW-C(4G),NB-IoT(4G),5G MME(5G NSA),5G S/PGW-C(5G NSA),AMF(5G SA),SMF(5G SA),NRF(5G SA)
UNC:WSFD-205010,WSFD-205010,基于服务区域的SMF选择,UNC,20.15.2,false,组网演进增值包,WSFD-205000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-205011,WSFD-205011,本地PDU会话重建,UNC,20.15.2,false,组网演进增值包,WSFD-205000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-205012,WSFD-205012,跨域互联互通,UNC,20.15.2,false,组网演进增值包,WSFD-205000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-205013,WSFD-205013,网络拥塞的实时检测,UNC,20.15.2,false,组网演进增值包,WSFD-205000,-,-,M,M,-,M,M,M,M,-
UNC:WSFD-205015,WSFD-205015,SMF支持多服务区,UNC,20.15.2,false,组网演进增值包,WSFD-205000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-205100,WSFD-205100,业务管理,UNC,20.15.2,true,组网演进增值包,,目录,,,,,,,,,
UNC:WSFD-205101,WSFD-205101,支持Routing Behind MS,UNC,20.15.2,false,组网演进增值包,WSFD-205100,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-205102,WSFD-205102,虚拟APN,UNC,20.15.2,false,组网演进增值包,WSFD-205100,-,M,-,M,M,-,M,-,M,-
UNC:WSFD-205104,WSFD-205104,支持用户发起的二次激活,UNC,20.15.2,false,组网演进增值包,WSFD-205100,-,M,-,-,,`,-,-,-,-
UNC:WSFD-205105,WSFD-205105,上下文回收管理,UNC,20.15.2,false,组网演进增值包,WSFD-205100,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-205107,WSFD-205107,GGSN/P-GW信令代理,UNC,20.15.2,false,组网演进增值包,WSFD-205100,-,M,-,M,,-,M,-,-,-
UNC:WSFD-206000,WSFD-206000,智能防信令风暴增强,UNC,20.15.2,true,业务高可靠性增值包,,目录,,,,,,,,,
UNC:WSFD-206001,WSFD-206001,精准寻呼,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,-,-,M,-,M,M,-,M,-,-
UNC:WSFD-206002,WSFD-206002,LTE UE信令控制,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-206003,WSFD-206003,基于APN的信令拥塞控制,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,M,-,M,M,-,M,M,-,-,-
UNC:WSFD-206004,WSFD-206004,固定终端寻呼优化,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-206005,WSFD-206005,Smartphone控制基础功能,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-206006,WSFD-206006,Smartphone异常信令节省,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-206007,WSFD-206007,Smartphone话务模型统计,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-206008,WSFD-206008,5G UE信令控制,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-206009,WSFD-206009,网元间HTR流控,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-206010,WSFD-206010,基于分组的智能寻呼,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206000,-,-,-,-,-,-,-,N,-,-
UNC:WSFD-206100,WSFD-206100,UDM/HSS/HLR全故障业务保活功能,UNC,20.15.2,true,业务高可靠性增值包,,目录,,,,,,,,,
UNC:WSFD-206101,WSFD-206101,UDM全故障业务保活,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206100,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-206102,WSFD-206102,HSS全故障业务保活,UNC,20.15.2,false,业务高可靠性增值包,WSFD-206100,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-207000,WSFD-207000,MVNO基本功能,UNC,20.15.2,true,MVNO增值包,,目录,,,,,,,,,
UNC:WSFD-207001,WSFD-207001,网络共享（MOCN）,UNC,20.15.2,false,MVNO增值包,WSFD-207000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-207002,WSFD-207002,网络共享（GWCN）,UNC,20.15.2,false,MVNO增值包,WSFD-207000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-207003,WSFD-207003,基于LTE的网络共享（MOCN）,UNC,20.15.2,false,MVNO增值包,WSFD-207000,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-207004,WSFD-207004,基于LTE的网络共享（GWCN）,UNC,20.15.2,false,MVNO增值包,WSFD-207000,-,-,M,-,M,M,-,-,-,-
UNC:WSFD-207005,WSFD-207005,MVNO,UNC,20.15.2,false,MVNO增值包,WSFD-207000,M,-,-,-,-,-,-,-,-,-
UNC:WSFD-207006,WSFD-207006,基于LTE的MVNO,UNC,20.15.2,false,MVNO增值包,WSFD-207000,-,-,M,-,-,M,-,-,-,-
UNC:WSFD-207007,WSFD-207007,基于5G的网络共享（MOCN）,UNC,20.15.2,false,MVNO增值包,WSFD-207000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-209000,WSFD-209000,可靠性分级自定义,UNC,20.15.2,true,年费增值包-云化特性增值包,,目录,,,,,,,,,
UNC:WSFD-209001,WSFD-209001,业务处理单元可靠性可定义,UNC,20.15.2,false,年费增值包-云化特性增值包,WSFD-209000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-209002,WSFD-209002,磁盘故障隔离,UNC,20.15.2,false,年费增值包-云化特性增值包,WSFD-209000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-209200,WSFD-209200,智能故障检测,UNC,20.15.2,true,年费增值包-云化特性增值包,,目录,,,,,,,,,
UNC:WSFD-209205,WSFD-209205,云化性能数据采集,UNC,20.15.2,false,年费增值包-云化特性增值包,WSFD-209200,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-210000,WSFD-210000,5G超高带宽基本功能,UNC,20.15.2,true,5G高速连接增值包,,目录,,,,,,,,,
UNC:WSFD-210001,WSFD-210001,5G超高带宽基本功能（1Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210002,WSFD-210002,5G超高带宽高速承载接入（1Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210003,WSFD-210003,5G超高带宽基本功能（2Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210004,WSFD-210004,5G超高带宽高速承载接入（2Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210005,WSFD-210005,5G超高带宽基本功能（5Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210006,WSFD-210006,5G超高带宽高速承载接入（5Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210007,WSFD-210007,5G超高带宽基本功能（10Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210008,WSFD-210008,5G超高带宽高速承载接入（10Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210009,WSFD-210009,5G超高带宽基本功能（20Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-210010,WSFD-210010,5G超高带宽高速承载接入（20Gbps）,UNC,20.15.2,false,5G高速连接增值包,WSFD-210000,-,-,-,-,-,M,M,M,M,-
UNC:WSFD-211000,WSFD-211000,智能带宽管理,UNC,20.15.2,true,智能PCC增值包,,目录,,,,,,,,,
UNC:WSFD-211001,WSFD-211001,基于初始接入位置的策略控制,UNC,20.15.2,false,智能PCC增值包,WSFD-211000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-211002,WSFD-211002,基于实时位置的策略控制,UNC,20.15.2,false,智能PCC增值包,WSFD-211000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-211003,WSFD-211003,基于指定区域的策略控制,UNC,20.15.2,false,智能PCC增值包,WSFD-211000,-,-,-,M,,-,M,-,M,-
UNC:WSFD-211005,WSFD-211005,基于业务感知的带宽控制,UNC,20.15.2,false,智能PCC增值包,WSFD-211000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-211009,WSFD-211009,基于业务累计流量的策略控制,UNC,20.15.2,false,智能PCC增值包,WSFD-211000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-211100,WSFD-211100,端到端优化,UNC,20.15.2,true,智能PCC增值包,,目录,,,,,,,,,
UNC:WSFD-211101,WSFD-211101,基于小区负荷上报的无线资源优化,UNC,20.15.2,false,智能PCC增值包,WSFD-211100,-,M,-,M,-,-,M,-,-,-
UNC:WSFD-213000,WSFD-213000,容灾功能,UNC,20.15.2,true,分布式网络增值包,,目录,,,,,,,,,
UNC:WSFD-213001,WSFD-213001,CU FullMesh组网,UNC,20.15.2,false,分布式网络增值包,WSFD-213000,-,M,-,M,-,-,M,-,M,-
UNC:WSFD-213002,WSFD-213002,NF业务可靠性保障,UNC,20.15.2,false,分布式网络增值包,WSFD-213000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-213004,WSFD-213004,GW-U故障隔离,UNC,20.15.2,false,分布式网络增值包,WSFD-213000,-,M,-,M,M,-,M,-,-,-
UNC:WSFD-213005,WSFD-213005,UPF故障隔离,UNC,20.15.2,false,分布式网络增值包,WSFD-213000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-213006,WSFD-213006,N6接口故障隔离,UNC,20.15.2,false,分布式网络增值包,WSFD-213000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-217001,WSFD-217001,用户面业务通道保活,UNC,20.15.2,false,分布式网络增值包,WSFD-213000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-214000,WSFD-214000,NRF分层组网,UNC,20.15.2,true,自治网络增值包,,目录,,,,,,,,,
UNC:WSFD-214001,WSFD-214001,支持L-NRF注册,UNC,20.15.2,false,自治网络增值包,WSFD-214000,-,-,-,-,-,-,-,-,-,M
UNC:WSFD-214002,WSFD-214002,支持L-NRF去注册,UNC,20.15.2,false,自治网络增值包,WSFD-214000,-,-,-,-,-,-,-,-,-,M
UNC:WSFD-214003,WSFD-214003,支持L-NRF更新,UNC,20.15.2,false,自治网络增值包,WSFD-214000,-,-,-,-,-,-,-,-,-,M
UNC:WSFD-214004,WSFD-214004,支持NF递归查询,UNC,20.15.2,false,自治网络增值包,WSFD-214000,-,-,-,-,-,-,-,-,-,M
UNC:WSFD-214005,WSFD-214005,支持NF迭代查询,UNC,20.15.2,false,自治网络增值包,WSFD-214000,-,-,-,-,-,-,-,-,-,M
UNC:WSFD-214100,WSFD-214100,NRF增强功能,UNC,20.15.2,true,自治网络增值包,,目录,,,,,,,,,
UNC:WSFD-214101,WSFD-214101,支持NF属性检查与校验,UNC,20.15.2,false,自治网络增值包,WSFD-214100,-,-,-,-,-,-,-,-,-,M
UNC:WSFD-215000,WSFD-215000,NB-IoT终端节能管理,UNC,20.15.2,true,NB-IoT解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-215001,WSFD-215001,终端省电PSM模式,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215000,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215002,WSFD-215002,NB-IoT eDRX模式,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215000,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215100,WSFD-215100,NB-IoT数据传输优化,UNC,20.15.2,true,NB-IoT解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-215101,WSFD-215101,基于信令面的数据传输,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215100,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215102,WSFD-215102,NB-IoT用户面传输通道保活,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215100,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215103,WSFD-215103,Non-IP数据传输,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215100,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215104,WSFD-215104,NB-IoT基于SGs接口的短消息,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215100,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215105,WSFD-215105,基于信令面数据传输的Qos差异化控制,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215100,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215200,WSFD-215200,NB-IoT海量接入控制和覆盖增强,UNC,20.15.2,true,NB-IoT解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-215201,WSFD-215201,基于延迟定时器的信令拥塞控制,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215200,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215202,WSFD-215202,基于eNodeB覆盖等级的寻呼,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215200,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215203,WSFD-215203,低优先级接入控制,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215200,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215204,WSFD-215204,基于APN的NB-IoT终端接入速率控制,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215200,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215205,WSFD-215205,基于服务PLMN的NB-IoT终端接入速率控制,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215200,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215300,WSFD-215300,NB-IoT周边网元免升级优化,UNC,20.15.2,true,NB-IoT解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-215301,WSFD-215301,HSS免升级,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215300,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215302,WSFD-215302,PCRF免升级,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215300,-,-,-,M,M,-,-,-,-,-
UNC:WSFD-215400,WSFD-215400,NB-IoT终端异常信令与流量管理,UNC,20.15.2,true,NB-IoT解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-215401,WSFD-215401,NB-IoT终端异常信令与流量管理,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215400,-,-,M,-,M,-,-,-,-,-
UNC:WSFD-215500,WSFD-215500,NB-IoT NB2接入,UNC,20.15.2,true,NB-IoT解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-215501,WSFD-215501,支持Category NB2接入,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215500,-,-,M,M,M,-,-,-,-,-
UNC:WSFD-215502,WSFD-215502,支持2 HARQ终端接入,UNC,20.15.2,false,NB-IoT解决方案增值包,WSFD-215500,-,`,M,-,M,-,-,-,-,-
UNC:WSFD-216000,WSFD-216000,eMTC终端节能管理,UNC,20.15.2,true,eMTC解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-216001,WSFD-216001,eMTC终端省电PSM模式,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216000,-,-,M,-,-,-,-,-,-,-
UNC:WSFD-216002,WSFD-216002,eMTC eDRX模式,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216000,-,-,M,M,-,-,-,-,-,-
UNC:WSFD-216100,WSFD-216100,eMTC海量接入控制与覆盖增强,UNC,20.15.2,true,eMTC解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-216101,WSFD-216101,eMTC基于延迟定时器的信令拥塞控制,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216100,-,-,M,M,-,-,-,-,-,-
UNC:WSFD-216102,WSFD-216102,eMTC基于eNodeB覆盖等级的寻呼,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216100,-,-,M,-,-,-,-,-,-,-
UNC:WSFD-216103,WSFD-216103,eMTC低优先级接入控制,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216100,-,-,M,-,-,-,-,-,-,-
UNC:WSFD-216104,WSFD-216104,基于APN的eMTC终端接入速率控制,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216100,-,-,-,M,-,-,-,-,-,-
UNC:WSFD-216105,WSFD-216105,基于服务PLMN的eMTC终端接入速率控制,UNC,20.15.2,false,eMTC解决方案增值包,WSFD-216100,-,-,-,M,-,-,-,-,-,-
UNC:WSFD-220000,WSFD-220000,软探针信令数据上报,UNC,20.15.2,true,NIAE解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-220001,WSFD-220001,NAS IMR信令上报,UNC,20.15.2,false,NIAE解决方案增值包,WSFD-220000,-,-,-,-,-,-,-,E,-,-
UNC:WSFD-220002,WSFD-220002,SBI IMR信令上报,UNC,20.15.2,false,NIAE解决方案增值包,WSFD-220000,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-221000,WSFD-221000,VoNR可靠性增强,UNC,20.15.2,true,VoNR语音解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-221001,WSFD-221001,VoNR承载延时保活,UNC,20.15.2,false,VoNR语音解决方案增值包,WSFD-221000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-221002,WSFD-221002,基于UDM的VoNR语音故障恢复,UNC,20.15.2,false,VoNR语音解决方案增值包,WSFD-221000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-221003,WSFD-221003,基于PCF的VoNR业务快速恢复,UNC,20.15.2,false,VoNR语音解决方案增值包,WSFD-221000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-221004,WSFD-221004,基于AMF的寻呼流控,UNC,20.15.2,false,VoNR语音解决方案增值包,WSFD-221000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-221005,WSFD-221005,SMF故障下的业务恢复,UNC,20.15.2,false,VoNR语音解决方案增值包,WSFD-221000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-224000,WSFD-224000,国际漫游基本业务,UNC,20.15.2,true,5G SA国际漫游解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-224001,WSFD-224001,支持SA国际漫游接入,UNC,20.15.2,false,5G SA国际漫游解决方案增值包,WSFD-224000,-,-,-,-,-,-,-,M,M,M
UNC:WSFD-224100,WSFD-224100,国际漫游业务增强,UNC,20.15.2,true,5G SA国际漫游解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-224101,WSFD-224101,漫游场景下LTE与5G SA网络间重选,UNC,20.15.2,false,5G SA国际漫游解决方案增值包,WSFD-224100,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-224102,WSFD-224102,漫游场景下LTE与5G SA网络间切换,UNC,20.15.2,false,5G SA国际漫游解决方案增值包,WSFD-224100,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-224103,WSFD-224103,支持QBC计费,UNC,20.15.2,false,5G SA国际漫游解决方案增值包,WSFD-224100,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-224104,WSFD-224104,支持拜访地QoS控制,UNC,20.15.2,false,5G SA国际漫游解决方案增值包,WSFD-224100,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-224105,WSFD-224105,国际漫游切片映射,UNC,20.15.2,false,5G SA国际漫游解决方案增值包,WSFD-224100,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-227100,WSFD-227100,灰度升级,UNC,20.15.2,true,灰度升级解决方案增值包,,目录,,,,,,,,,
UNC:WSFD-227101,WSFD-227101,在线升级,UNC,20.15.2,false,灰度升级解决方案增值包,WSFD-227100,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-227102,WSFD-227102,支持灰度拨测和发布,UNC,20.15.2,false,灰度升级解决方案增值包,WSFD-227100,-,-,M,M,M,M,M,M,M,-
UNC:WSFD-227103,WSFD-227103,灰度升级在线回退,UNC,20.15.2,false,灰度升级解决方案增值包,WSFD-227100,M,M,M,M,M,M,M,M,M,-
UNC:WSFD-228000,WSFD-228000,超级互联业务,UNC,20.15.2,true,移动VPN方案增值包,,目录,,,,,,,,,
UNC:WSFD-228001,WSFD-228001,跨域业务访问,UNC,20.15.2,false,移动VPN方案增值包,WSFD-228000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-228002,WSFD-228002,基于通用DNN的漫游分流,UNC,20.15.2,false,移动VPN方案增值包,WSFD-228000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-228003,WSFD-228003,公网私网业务独立计费,UNC,20.15.2,false,移动VPN方案增值包,WSFD-228000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-223000,WSFD-223000,MEC智能分流功能,UNC,20.15.2,true,移动VPN方案增值包,,目录,,,,,,,,,
UNC:WSFD-223001,WSFD-223001,基于位置信息的分流策略控制,UNC,20.15.2,false,移动VPN方案增值包,WSFD-223000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-223002,WSFD-223002,公私网协同访问（含共享UPF选择）,UNC,20.15.2,false,移动VPN方案增值包,WSFD-223000,,,,,,,,,M,
UNC:WSFD-223003,WSFD-223003,基于漫游地动态签约的分流策略控制,UNC,20.15.2,false,移动VPN方案增值包,WSFD-223000,-,-,-,-,-,-,-,M,M,-
UNC:WSFD-223004,WSFD-223004,基于动态规则的分流策略控制,UNC,20.15.2,false,移动VPN方案增值包,WSFD-223000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-223005,WSFD-223005,SMF选择ULCL合一策略增强,UNC,20.15.2,false,移动VPN方案增值包,WSFD-223000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-223006,WSFD-223006,基于DNN插入I-UPF,UNC,20.15.2,false,移动VPN方案增值包,WSFD-223000,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-223100,WSFD-223100,4G场景下的本地分流策略控制,UNC,20.15.2,true,移动VPN方案增值包,,目录,,,,,,,,,
UNC:WSFD-223101,WSFD-223101,基于预定义规则的分流策略控制(4G),UNC,20.15.2,false,移动VPN方案增值包,WSFD-223100,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-223102,WSFD-223102,基于动态规则的分流策略控制(4G),UNC,20.15.2,false,移动VPN方案增值包,WSFD-223100,-,-,-,-,-,-,-,-,M,-
UNC:WSFD-230000,WSFD-230000,策略协同,UNC,20.15.2,true,体验经营策略协同增值包,,目录,,,,,,,,,
UNC:WSFD-230001,WSFD-230001,动态UE Logo下发,UNC,20.15.2,false,体验经营策略协同增值包,WSFD-230000,-,-,-,-,-,-,-,M,-,-
UNC:WSFD-230002,WSFD-230002,支持RFSP选频选网,UNC,20.15.2,false,体验经营策略协同增值包,WSFD-230000,-,-,M,-,-,M,-,M,-,-
UNC:WSFD-229000,WSFD-229000,智网接入,UNC,20.15.2,true,一跳入家解决方案,,目录,,,,,,,,,
UNC:WSFD-229001,WSFD-229001,智网接入,UNC,20.15.2,false,一跳入家解决方案,WSFD-229000,-,-,-,-,-,-,-,-,N,-
UNC:WSFD-990005,WSFD-990005,支持RedCap eDRX功能,UNC,20.15.2,false,RedCap eDRX,,-,-,-,-,-,-,-,N,N,-
UNC:WSFD-219000,WSFD-219000,内生安全,UNC,20.15.2,true,安全解决方案基本包,,目录,,,,,,,,,
UNC:WSFD-219003,WSFD-219003,恶意文件检测,UNC,20.15.2,false,安全解决方案基本包,WSFD-219000,M,M,M,M,M,M,M,M,M,M
UNC:WSFD-219005,WSFD-219005,微隔离,UNC,20.15.2,false,安全解决方案基本包,WSFD-219000,M,M,M,M,M,M,M,M,M,M
