id,source_feature_id,target_feature_id,dependency_type,description,license_control_item,source_type,conflict_pair_id
GWFD-020501:dep:GWFD-010108,GWFD-020501,GWFD-010108,conflicts_with,辅锚点UPF不支持到园区的用户面地址自动检测功能。,-,overview_explicit,conflict:GWFD-010108-GWFD-020501
GWFD-020501:dep:GWFD-020353,GWFD-020501,GWFD-020353,conflicts_with,Session级的FUP功能与ULCL分流功能不能同时部署。,82200AFM 基于累计流量的策略控制,overview_explicit,conflict:GWFD-020353-GWFD-020501
GWFD-020501:dep:GWFD-020358,GWFD-020501,GWFD-020358,conflicts_with,业务触发专载建立与ULCL分流功能不能同时开启。,82200AFP; 业务触发的QoS保证,overview_explicit,conflict:GWFD-020358-GWFD-020501
GWFD-020501:dep:GWFD-010155,GWFD-020501,GWFD-010155,conflicts_with,ULCL分流只支持4G/5G接入，不支持其他接入方式。,-,overview_explicit,conflict:GWFD-010155-GWFD-020501
GWFD-020502:dep:GWFD-020501,GWFD-020502,GWFD-020501,depends_on,使用跨域用户漫游前必须先开启跨域业务访问功能。,NA,overview_explicit,
GWFD-020531:dep:GWFD-110910,GWFD-020531,GWFD-110910,conflicts_with,IPv4手机后路由用户不支持通用DNN漫游分流功能。,82200CKP 支持Routing Behind MS,overview_explicit,conflict:GWFD-020531-GWFD-110910
GWFD-020531:dep:GWFD-020406,GWFD-020531,GWFD-020406,conflicts_with,IPv6 Prefix Delegation用户不支持通用DNN漫游分流功能。,82200CKF IPv6 Prefix Delegation,overview_explicit,conflict:GWFD-020406-GWFD-020531
GWFD-020531:dep:GWFD-010155,GWFD-020531,GWFD-010155,conflicts_with,通用DNN漫游分流只支持4G/5G接入，不支持其他接入方式。,-,overview_explicit,conflict:GWFD-010155-GWFD-020531
GWFD-020531:dep:GWFD-020358,GWFD-020531,GWFD-020358,conflicts_with,不支持针对专网业务触发专载建立，专有DNN的会话Qos传递不到无线侧。,82200AFP; 业务触发的QoS保证,overview_explicit,conflict:GWFD-020358-GWFD-020531
GWFD-020531:dep:GWFD-020351,GWFD-020531,GWFD-020351,depends_on,依赖该特性实现会话策略执行和计费控制。,82209825 PCC 基本功能,overview_explicit,
GWFD-020531:dep:GWFD-030501,GWFD-020531,GWFD-030501,depends_on,依赖该特性实现转接SMF与DN-AAA之间二次鉴权的消息。,82200DLK 终端二次鉴权,overview_explicit,
GWFD-020531:dep:GWFD-110282,GWFD-020531,GWFD-110282,depends_on,依赖该特性实现DNS重定向功能。,82209781 Web Proxy,overview_explicit,
GWFD-110102:dep:GWFD-110101,GWFD-110102,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110102:dep:GWFD-110103,GWFD-110102,GWFD-110103,depends_on,由于要识别HTTP报文实现SA-HTTP Pipeline功能，因此需开启SA-Web Browsing功能。,82209755 SA-Web Browsing,overview_explicit,
GWFD-110102:dep:GWFD-110105,GWFD-110102,GWFD-110105,depends_on,由于要识别WAP报文实现SA-WAP concatenation功能，因此需开启SA-Mobile功能。,82209757 SA-Mobile,overview_explicit,
GWFD-110103:dep:GWFD-110101,GWFD-110103,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110104:dep:GWFD-110101,GWFD-110104,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110105:dep:GWFD-110101,GWFD-110105,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110106:dep:GWFD-110101,GWFD-110106,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110107:dep:GWFD-110101,GWFD-110107,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110131:dep:GWFD-110101,GWFD-110131,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110132:dep:GWFD-110101,GWFD-110132,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110133:dep:GWFD-110101,GWFD-110133,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110134:dep:GWFD-110101,GWFD-110134,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110135:dep:GWFD-110101,GWFD-110135,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110136:dep:GWFD-110101,GWFD-110136,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110137:dep:GWFD-110101,GWFD-110137,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110138:dep:GWFD-110101,GWFD-110138,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110139:dep:GWFD-110101,GWFD-110139,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110140:dep:GWFD-110101,GWFD-110140,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110141:dep:GWFD-110101,GWFD-110141,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110142:dep:GWFD-110101,GWFD-110142,GWFD-110101,depends_on,SA-Basic是SA的基本功能，必须开启。,82209749 SA-Basic,overview_explicit,
GWFD-110201:dep:GWFD-110101,GWFD-110201,GWFD-110101,depends_on,HTTP2.0 Host识别特性依赖于SA解析和识别才能进行计费和业务控制，所以启用该特性需要开启SA Basic。,82209749 SA-Basic,overview_explicit,
GWFD-110201:dep:GWFD-110281,GWFD-110201,GWFD-110281,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209780 用户Portal,overview_explicit,conflict:GWFD-110201-GWFD-110281
GWFD-110201:dep:GWFD-110284,GWFD-110201,GWFD-110284,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209783 HTTP智能重定向,overview_explicit,conflict:GWFD-110201-GWFD-110284
GWFD-110201:dep:GWFD-110302,GWFD-110201,GWFD-110302,conflicts_with,基于上下行解耦的视频承载信令控制功能是指UPF能够识别出特定的视频业务，对其业务的下行链路建立专有承载/专有QoS Flow。只支持HTTP1.x协议，不支持HTTP3.0协议。,82200EBQ 基于上下行解耦的视频承载信令控制,overview_explicit,conflict:GWFD-110201-GWFD-110302
GWFD-110201:dep:GWFD-110403,GWFD-110201,GWFD-110403,conflicts_with,HTTP3.0为加密报文，不支持HTTP计费防欺诈处理。,82209788 HTTP计费防欺诈,overview_explicit,conflict:GWFD-110201-GWFD-110403
GWFD-110202:dep:GWFD-110101,GWFD-110202,GWFD-110101,depends_on,HTTP2.0协议回落特性依赖于SA解析和识别才能进行计费和业务控制，所以启用该特性需要开启SA Basic。,82209749 SA-Basic,overview_explicit,
GWFD-110203:dep:GWFD-110101,GWFD-110203,GWFD-110101,depends_on,HTTPS业务地址识别特性依赖于 UDG 对DNS报文的解析，所以启用该特性需要开启SA-Basic和SA-Network Administration特性。,82209749 SA-Basic,overview_explicit,
GWFD-110203:dep:GWFD-110136,GWFD-110203,GWFD-110136,depends_on,HTTPS业务地址识别特性依赖于 UDG 对DNS报文的解析，所以启用该特性需要开启SA-Basic和SA-Network Administration特性。,82209765 SA-Network Administration,overview_explicit,
GWFD-110203:dep:GWFD-110281,GWFD-110203,GWFD-110281,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209780 用户Portal,overview_explicit,conflict:GWFD-110203-GWFD-110281
GWFD-110203:dep:GWFD-110284,GWFD-110203,GWFD-110284,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209783 HTTP智能重定向,overview_explicit,conflict:GWFD-110203-GWFD-110284
GWFD-110203:dep:GWFD-110302,GWFD-110203,GWFD-110302,conflicts_with,基于上下行解耦的视频承载信令控制功能是指UPF能够识别出特定的视频业务，对其业务的下行链路建立专有承载/专有QoS Flow。只支持HTTP1.x协议，不支持HTTP3.0协议。,82200EBQ 基于上下行解耦的视频承载信令控制,overview_explicit,conflict:GWFD-110203-GWFD-110302
GWFD-110203:dep:GWFD-110403,GWFD-110203,GWFD-110403,conflicts_with,HTTP3.0为加密报文，不支持HTTP计费防欺诈处理。,82209788 HTTP计费防欺诈,overview_explicit,conflict:GWFD-110203-GWFD-110403
GWFD-110251:dep:GWFD-110101,GWFD-110251,GWFD-110101,depends_on,HTTP3.0 Host识别特性依赖于SA解析和识别才能进行计费和业务控制，所以启用该特性需要开启SA Basic。,82209749 SA-Basic,overview_explicit,
GWFD-110251:dep:GWFD-110103,GWFD-110251,GWFD-110103,depends_on,Web Browsing协议的应用类型非常多而且不断有新的应用类型出现和更新，需要定期更新SA识别特征库以支持新的Web Browsing协议类型的识别。,82209755 SA-WebBrowsing,overview_explicit,
GWFD-110251:dep:GWFD-110142,GWFD-110251,GWFD-110142,depends_on,HTTP3.0 Host识别特性依赖于SA-QUIC才能进行计费和业务控制。,82209771 SA-QUIC,overview_explicit,
GWFD-110251:dep:GWFD-110281,GWFD-110251,GWFD-110281,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209780 用户Portal,overview_explicit,conflict:GWFD-110251-GWFD-110281
GWFD-110251:dep:GWFD-110284,GWFD-110251,GWFD-110284,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209783 HTTP智能重定向,overview_explicit,conflict:GWFD-110251-GWFD-110284
GWFD-110251:dep:GWFD-110302,GWFD-110251,GWFD-110302,conflicts_with,基于上下行解耦的视频承载信令控制功能是指UPF能够识别出特定的视频业务，对其业务的下行链路建立专有承载/专有QoS Flow。只支持HTTP1.x协议，不支持HTTP3.0协议。,82200EBQ 基于上下行解耦的视频承载信令控制,overview_explicit,conflict:GWFD-110251-GWFD-110302
GWFD-110251:dep:GWFD-110403,GWFD-110251,GWFD-110403,conflicts_with,HTTP3.0为加密报文，不支持HTTP计费防欺诈处理。,82209788 HTTP计费防欺诈,overview_explicit,conflict:GWFD-110251-GWFD-110403
GWFD-110252:dep:GWFD-110101,GWFD-110252,GWFD-110101,depends_on,HTTP3.0 Host分析特性依赖于SA解析和识别才能进行计费和业务控制，所以启用该特性需要开启SA Basic。,82209749 SA-Basic,overview_explicit,
GWFD-110252:dep:GWFD-110281,GWFD-110252,GWFD-110281,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209780 用户Portal,overview_explicit,conflict:GWFD-110252-GWFD-110281
GWFD-110252:dep:GWFD-110284,GWFD-110252,GWFD-110284,conflicts_with,HTTP3.0为加密报文，不支持HTTP重定向处理。,82209783 HTTP智能重定向,overview_explicit,conflict:GWFD-110252-GWFD-110284
GWFD-110252:dep:GWFD-110302,GWFD-110252,GWFD-110302,conflicts_with,基于上下行解耦的视频承载信令控制功能是指UPF能够识别出特定的视频业务，对其业务的下行链路建立专有承载/专有QoS Flow。只支持HTTP1.x协议，不支持HTTP3.0协议。,82200EBQ 基于上下行解耦的视频承载信令控制,overview_explicit,conflict:GWFD-110252-GWFD-110302
GWFD-110252:dep:GWFD-110403,GWFD-110252,GWFD-110403,conflicts_with,HTTP3.0为加密报文，不支持HTTP计费防欺诈处理。,82209788 HTTP计费防欺诈,overview_explicit,conflict:GWFD-110252-GWFD-110403
GWFD-110261:dep:GWFD-110101,GWFD-110261,GWFD-110101,depends_on,UDG 需要对HTTP报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。说明：一些业务承载于HTTP协议之上，如MMS、流媒体等，对这些业务进行HTTP头增强时，还需要在 UDG 上开启对应协议的SA特性。例如对HTTP承载的MMS业务进行HTTP头增强，需要增加开启SA-Mobile特性。,82209749 SA-Basic,overview_explicit,
GWFD-110261:dep:GWFD-110103,GWFD-110261,GWFD-110103,depends_on,UDG 需要对HTTP报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。说明：一些业务承载于HTTP协议之上，如MMS、流媒体等，对这些业务进行HTTP头增强时，还需要在 UDG 上开启对应协议的SA特性。例如对HTTP承载的MMS业务进行HTTP头增强，需要增加开启SA-Mobile特性。,82209755 SA-Web Browsing,overview_explicit,
GWFD-110261:dep:GWFD-110105,GWFD-110261,GWFD-110105,depends_on,UDG 需要对HTTP报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。说明：一些业务承载于HTTP协议之上，如MMS、流媒体等，对这些业务进行HTTP头增强时，还需要在 UDG 上开启对应协议的SA特性。例如对HTTP承载的MMS业务进行HTTP头增强，需要增加开启SA-Mobile特性。,82209757 SA-Mobile,overview_explicit,
GWFD-110262:dep:GWFD-110101,GWFD-110262,GWFD-110101,depends_on,UDG 需要对RTSP报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。,82209749 SA-Basic,overview_explicit,
GWFD-110262:dep:GWFD-110107,GWFD-110262,GWFD-110107,depends_on,UDG 需要对RTSP报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。,82209759 SA-Streaming,overview_explicit,
GWFD-110263:dep:GWFD-110101,GWFD-110263,GWFD-110101,depends_on,UDG 需要对HTTPS报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。说明：一些业务承载于HTTPS协议之上，如MMS、流媒体等，对这些业务进行HTTPS头增强时，还需要在 UDG 上开启对应协议的SA特性。例如对HTTPS承载的MMS业务进行HTTPS头增强，需要增加开启SA-Mobile特性。,82209749 SA-Basic,overview_explicit,
GWFD-110263:dep:GWFD-110103,GWFD-110263,GWFD-110103,depends_on,UDG 需要对HTTPS报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。说明：一些业务承载于HTTPS协议之上，如MMS、流媒体等，对这些业务进行HTTPS头增强时，还需要在 UDG 上开启对应协议的SA特性。例如对HTTPS承载的MMS业务进行HTTPS头增强，需要增加开启SA-Mobile特性。,82209755 SA-Web Browsing,overview_explicit,
GWFD-110263:dep:GWFD-110105,GWFD-110263,GWFD-110105,depends_on,UDG 需要对HTTPS报文进行解析以执行头增强动作，因此使用本特性前需要启用SA特性。说明：一些业务承载于HTTPS协议之上，如MMS、流媒体等，对这些业务进行HTTPS头增强时，还需要在 UDG 上开启对应协议的SA特性。例如对HTTPS承载的MMS业务进行HTTPS头增强，需要增加开启SA-Mobile特性。,82209757 SA-Mobile,overview_explicit,
GWFD-110263:dep:GWFD-110201,GWFD-110263,GWFD-110201,depends_on,对HTTPS协议类型的报文进行解析时，需要开启HTTP2.0 Host识别功能。,82209773 HTTP2.0 Host识别,overview_explicit,
GWFD-110281:dep:GWFD-110101,GWFD-110281,GWFD-110101,depends_on,UDG 需要对用户的Portal业务进行解析以获得captive-portal动作和重定向地址，因此启用本特性前需要启用SA特性。SA-Basic是SA的基本功能，必须开启。对 HTTP、 WAP2.0协议类型的报文进行解析时，需要开启SA-Web Browsing特性。对WAP1.X协议类型的报文进行解析时，需要开启SA-Mobile特性。,82209749 SA-Basic82209755 SA-Web Browsing82209757 SA-Mobile,overview_explicit,
GWFD-110281:dep:GWFD-110201,GWFD-110281,GWFD-110201,conflicts_with,HTTP2.0为加密报文，不支持HTTP重定向处理。,82209773 HTTP2.0Host识别82209775 HTTPS 业务地址识别,overview_explicit,conflict:GWFD-110201-GWFD-110281
GWFD-110282:dep:GWFD-110101,GWFD-110282,GWFD-110101,depends_on,UDG 需要对用户的Web Proxy业务进行解析以获得Web Proxy动作和重定向地址，因此启用本特性前需要启用SA特性。,82209749 SA-Basic,overview_explicit,
GWFD-110283:dep:GWFD-110101,GWFD-110283,GWFD-110101,depends_on,- UDG需要对用户数据报文进行解析获得URL，因此需开启SA-Basic特性。 - UDG需要对DNS类型报文进行解析，因此需开启SA-Network Administration特性。,82209749 SA-Basic82209765 SA-Network Administration,overview_explicit,
GWFD-110283:dep:GWFD-020301,GWFD-110283,GWFD-020301,depends_on,DNS纠错动作绑定在rule中，且需要通过filter匹配对应的rule，因此该功能依赖于内容计费基本功能。,82209822 内容计费基本功能,overview_explicit,
GWFD-110283:dep:GWFD-020351,GWFD-110283,GWFD-020351,depends_on,如果DNS纠错业务策略由PCRF下发，还需要启用PCC基本功能特性。,82209825 PCC 基本功能,overview_explicit,
GWFD-110284:dep:GWFD-110101,GWFD-110284,GWFD-110101,depends_on,UDG 需要对HTTP报文进行解析和规则匹配，因此使用本特性前需要启用SA-Basic和SA-Web Browsing特性。,82209749 SA-Basic82209765 SA-Network Administration,overview_explicit,
GWFD-110284:dep:GWFD-110201,GWFD-110284,GWFD-110201,conflicts_with,HTTP2.0为加密报文，不支持HTTP重定向处理。,82209773 HTTP2.0Host识别82209775 HTTPS 业务地址识别,overview_explicit,conflict:GWFD-110201-GWFD-110284
GWFD-110301:dep:GWFD-110311,GWFD-110301,GWFD-110311,depends_on,本特性基于用户的应用及终端平台进行带宽差异化控制，因此必须开启带宽控制功能。,82209832 基于业务感知的带宽控制,overview_explicit,
GWFD-110302:dep:GWFD-110101,GWFD-110302,GWFD-110101,depends_on,UDG 需要根据用户请求的业务判断是否建立基于下行链路的专有承载/专有QoS Flow，因此需开启SA-Basic功能进行业务识别。,82209749 SA-Basic,overview_explicit,
GWFD-110302:dep:GWFD-020351,GWFD-110302,GWFD-020351,depends_on,UDG 可以使用PCRF/PCF下发的规则建立专有承载/专有QoS Flow，此时需开启基本PCC功能以从PCRF/PCF获取规则。,82209825 PCC基本功能,overview_explicit,
GWFD-110302:dep:GWFD-110201,GWFD-110302,GWFD-110201,conflicts_with,HTTP2.0为加密报文，不支持HTTP重定向处理。,82209773 HTTP2.0Host识别,overview_explicit,conflict:GWFD-110201-GWFD-110302
GWFD-110302:dep:GWFD-110203,GWFD-110302,GWFD-110203,conflicts_with,TTP2.0为加密报文，不支持HTTP重定向处理。,82209775 HTTPS 业务地址识别,overview_explicit,conflict:GWFD-110203-GWFD-110302
GWFD-110311:dep:GWFD-110101,GWFD-110311,GWFD-110101,depends_on,UDG 要基于业务进行带宽控制，因此需开启SA功能进行业务识别。,82209749 SA-Basic,overview_explicit,
GWFD-110311:dep:GWFD-020351,GWFD-110311,GWFD-020351,depends_on,UDG 使用PCF下发的规则进行控制，此时需开启基本PCC功能以获取PCC策略规则。,82209825 PCC 基本功能,overview_explicit,
GWFD-110312:dep:GWFD-020351,GWFD-110312,GWFD-020351,depends_on,UDG 需要将用户访问的业务在一段时间内的累计流量上报给PGW-C/SMF，再由PGW-C/SMF将用户业务的流量上报给PCRF/PCF，当业务累计流量达到指定阈值时，PCRF/PCF向PGW-C/SMF下发不同的PCC策略，PGW-U/UPF收到PGW-C/SMF下发PCC策略，需要先开启PCC基本功能特性以从PCRF/PCF获取到策略。,82209825 PCC基本功能,overview_explicit,
GWFD-110312:dep:GWFD-110311,GWFD-110312,GWFD-110311,depends_on,如果是在 UDG 本地配置QoS控制规则，需要开启基于业务感知的带宽控制特性。,82209832 基于业务感知的带宽控制,overview_explicit,
GWFD-110313:dep:GWFD-110311,GWFD-110313,GWFD-110311,depends_on,依赖于基于业务感知的带宽控制功能对业务的区分与匹配，必须开启基于业务感知的带宽控制。,82209832 基于业务感知的带宽控制,overview_explicit,
GWFD-110313:dep:GWFD-020354,GWFD-110313,GWFD-020354,depends_on,依赖于基于业务的整形功能，必须开启基于业务感知的Shaping。,82200AFN 基于业务的Shaping,overview_explicit,
GWFD-110321:dep:GWFD-020301,GWFD-110321,GWFD-020301,depends_on,UDG 需要识别业务进行计费，因此需要开启内容计费功能。,82209822 内容计费基本功能,overview_explicit,
GWFD-110321:dep:GWFD-110101,GWFD-110321,GWFD-110101,depends_on,业务报文经过 UDG 时，需要通过SA对业务报文进行解析，因此需要开启SA-Basic功能。,82209749 SA-Basic,overview_explicit,
GWFD-110331:dep:GWFD-110101,GWFD-110331,GWFD-110101,depends_on,UDG 基于SA执行业务识别，所以基于业务流标识的无线资源优化特性开通必须同时开启SA功能。,82209749 SA-Basic,overview_explicit,
GWFD-110332:dep:GWFD-020351,GWFD-110332,GWFD-020351,depends_on,如果需要PCRF进行策略决策， UDG 侧需要开启PCC基本功能以从PCRF获取策略。,82209825 PCC 基本功能,overview_explicit,
GWFD-110401:dep:GWFD-110101,GWFD-110401,GWFD-110101,depends_on,开启本功能前，需要先识别和解析HTTP报文，所以需要开启SA-Basic和SA-Web Browsing特性。说明：SA-Basic是所有SA(Service Awareness)协议解析的基础，因此需要开启。,82209749 SA-Basic,overview_explicit,
GWFD-110401:dep:GWFD-110103,GWFD-110401,GWFD-110103,depends_on,开启本功能前，需要先识别和解析HTTP报文，所以需要开启SA-Basic和SA-Web Browsing特性。说明：SA-Basic是所有SA(Service Awareness)协议解析的基础，因此需要开启。,82209755 SA-Web Browsing,overview_explicit,
GWFD-110401:dep:GWFD-110261,GWFD-110401,GWFD-110261,depends_on,HTTP头防欺诈特性依赖于HTTP头增强特性，启用HTTP头防欺诈功能必须开启HTTP头增强功能。,82209777 HTTP头增强,overview_explicit,
GWFD-110402:dep:GWFD-110101,GWFD-110402,GWFD-110101,depends_on,DNS计费防欺诈功能需要对DNS业务进行识别解析，因此需要开启SA-Basic和SA-Network Administration功能。,82209749 SA-Basic,overview_explicit,
GWFD-110402:dep:GWFD-110136,GWFD-110402,GWFD-110136,depends_on,DNS计费防欺诈功能需要对DNS业务进行识别解析，因此需要开启SA-Basic和SA-Network Administration功能。,82209765 SA-Network Administration,overview_explicit,
GWFD-110402:dep:GWFD-020301,GWFD-110402,GWFD-020301,depends_on,只有在内容计费的计费模式下才支持本功能。,82209822 内容计费基本功能,overview_explicit,
GWFD-110403:dep:GWFD-110136,GWFD-110403,GWFD-110136,depends_on,HTTP计费防欺诈特性关键技术之一是通过SA-Network Administration得到DNS响应报文中的Host与IP地址的映射关系，以实现HTTP业务报文中服务器IP地址与映射表中目标IP地址的校验，所以需要开启SA-Network Administration功能。,82209765 SA-Network Administration,overview_explicit,
GWFD-110403:dep:GWFD-110103,GWFD-110403,GWFD-110103,depends_on,HTTP计费防欺诈特性关键技术之一是通过SA-Web Browsing得到HTTP请求报文中的服务器IP，用于与自学习映射表中目标IP地址的校验，所以需要开启SA-Web Browsing功能。,82209755 SA-Web Browsing,overview_explicit,
GWFD-110403:dep:GWFD-020301,GWFD-110403,GWFD-020301,depends_on,HTTP计费防欺诈功能的核心是保证内容计费的准确性，该特性是内容计费的增强特性，所以需要开启内容计费基本功能。,82209822 内容计费基本功能,overview_explicit,
GWFD-110403:dep:GWFD-110201,GWFD-110403,GWFD-110201,conflicts_with,HTTP2.0为加密报文，不支持HTTP重定向处理。,82209773 HTTP2.0Host识别,overview_explicit,conflict:GWFD-110201-GWFD-110403
GWFD-110403:dep:GWFD-110203,GWFD-110403,GWFD-110203,conflicts_with,TTP2.0为加密报文，不支持HTTP重定向处理。,82209775 HTTPS 业务地址识别,overview_explicit,conflict:GWFD-110203-GWFD-110403
